-1.41570,3.19720,1
-0.62523,3.22172,1
-4.44744,3.01971,1
-1.39617,4.03878,1
-1.36009,2.56996,1
-0.61445,1.67575,1
-3.80103,3.46159,1
-2.13056,2.84608,1
-0.95697,2.79840,1
-1.85564,1.76823,1
-2.46654,2.33856,1
-1.05127,3.43436,1
-2.68125,1.03696,1
-1.47114,1.74119,1
-1.27829,3.01307,1
-3.03097,-0.86801,1
-1.59946,1.76354,1
-2.58044,2.99517,1
-2.22235,4.38437,1
-4.36465,2.92644,1
-2.58131,2.96755,1
-3.21162,3.56200,1
-2.50592,3.30331,1
-2.06346,3.24210,1
-2.35828,0.13327,1
-2.08317,2.98497,1
-1.86639,0.85809,1
-2.71698,0.57341,1
-3.37478,0.56214,1
-1.98771,2.40699,1
-3.45533,2.29376,1
-1.31268,0.95965,1
-2.03769,1.67168,1
-2.47404,3.88019,1
-2.65407,1.41036,1
-2.60806,2.26963,1
-3.08730,1.40020,1
-3.05375,2.58019,1
-1.60306,1.84342,1
-1.16903,0.79399,1
-1.80187,2.30106,1
-3.38114,1.06860,1
-2.70850,2.97095,1
-2.65351,1.51432,1
-2.23251,2.08150,1
-1.17381,1.62667,1
-1.15743,3.24514,1
-0.61908,2.97717,1
-0.90455,0.90544,1
-2.44394,0.77537,1
-1.20759,1.58763,1
-4.05346,2.74133,1
-1.46243,1.34145,1
-1.21191,0.94178,1
0.40898,3.07781,1
-1.26890,2.11886,1
-3.29008,2.59205,1
-2.34155,2.84523,1
-0.28691,2.60191,1
-2.05346,1.35626,1
-1.57223,1.36128,1
-2.23215,3.80298,1
-0.33567,3.19598,1
-1.38376,1.28274,1
-3.51292,0.21035,1
-1.58973,3.02019,1
-0.20297,3.17811,1
-0.97902,2.01911,1
-4.00130,-0.08434,1
-3.02483,2.23653,1
-1.19649,3.24987,1
-3.74894,0.54021,1
-4.15575,2.73238,1
-1.72990,4.50042,1
-2.44806,2.75437,1
-1.33818,2.87293,1
-3.13181,0.14243,1
-2.70093,2.12706,1
-2.43343,3.35278,1
-2.30141,2.86092,1
-1.52401,1.88428,1
-0.65251,1.07859,1
-1.07626,1.89937,1
-3.12986,2.65952,1
-1.08003,3.82156,1
-0.17420,2.63402,1
-2.66236,1.48283,1
-1.47014,2.66500,1
-0.52490,3.59909,1
-3.11098,2.00853,1
-2.24953,2.10714,1
-2.35574,0.92209,1
-1.14250,0.92307,1
-1.62936,2.70188,1
-1.32230,2.05450,1
-2.80802,0.33726,1
-1.13593,3.39457,1
-3.29642,0.68796,1
-2.07814,2.74142,1
-2.94691,0.38912,1
-3.39006,2.58377,1
-2.69762,1.30576,1
-2.47404,3.48372,1
-1.62248,1.93212,1
-0.85164,2.35433,1
-2.59121,1.08111,1
-1.59509,0.94806,1
-0.07323,2.02379,1
-0.35105,2.36671,1
-1.25322,2.85304,1
-1.96733,1.13051,1
-1.46290,2.09643,1
-1.25824,1.28328,1
-3.08042,3.15016,1
-1.90763,1.02015,1
-3.81733,1.13328,1
-2.02000,2.13451,1
-0.85366,1.67240,1
-2.47555,2.52453,1
-2.30496,4.23596,1
-1.46741,1.51547,1
-1.74925,3.49383,1
-0.92866,2.10287,1
-1.28627,4.58140,1
-1.72023,1.42569,1
-2.18246,1.03518,1
-2.72398,2.91891,1
-2.20671,2.95130,1
-4.15178,2.27029,1
-1.37924,2.09860,1
-4.00100,1.78236,1
-1.79833,2.40860,1
-1.54950,2.45371,1
-4.80784,2.32666,1
-2.29484,1.08582,1
-2.79698,1.01938,1
-3.13594,0.22267,1
-2.59279,1.85335,1
-1.83027,1.37463,1
-0.35748,2.18600,1
-1.62898,0.34303,1
0.48327,2.74620,1
-2.33923,1.10248,1
-2.70160,4.35332,1
-3.28991,1.99133,1
-3.43225,2.43950,1
-1.25419,2.44876,1
-3.11763,-0.20906,1
-0.49283,1.02626,1
-2.07889,2.16354,1
-0.66720,0.15522,1
-1.56783,2.34640,1
-1.13636,0.01231,1
-1.60146,3.62964,1
-2.98965,1.72213,1
-1.38258,2.52403,1
-2.49291,-0.15196,1
-1.86357,2.51691,1
-2.35305,1.33716,1
-3.44633,0.98894,1
-2.32173,2.69086,1
-0.78262,2.53556,1
-2.92058,2.10180,1
