-1.41570,3.19720,0
-0.62523,3.22172,0
-4.44744,3.01971,0
-1.39617,4.03878,0
-1.36009,2.56996,0
-0.61445,1.67575,0
-3.80103,3.46159,0
-2.13056,2.84608,0
-0.95697,2.79840,0
-1.85564,1.76823,0
-2.46654,2.33856,0
-1.05127,3.43436,0
-2.68125,1.03696,0
-1.47114,1.74119,0
-1.27829,3.01307,0
-3.03097,-0.86801,0
-1.59946,1.76354,0
-2.58044,2.99517,0
-2.22235,4.38437,0
-4.36465,2.92644,0
-2.58131,2.96755,0
-3.21162,3.56200,0
-2.50592,3.30331,0
-2.06346,3.24210,0
-2.35828,0.13327,0
-2.08317,2.98497,0
-1.86639,0.85809,0
-2.71698,0.57341,0
-3.37478,0.56214,0
-1.98771,2.40699,0
-3.45533,2.29376,0
-1.31268,0.95965,0
-2.03769,1.67168,0
-2.47404,3.88019,0
-2.65407,1.41036,0
-2.60806,2.26963,0
-3.08730,1.40020,0
-3.05375,2.58019,0
-1.60306,1.84342,0
-1.16903,0.79399,0
-1.80187,2.30106,0
-3.38114,1.06860,0
-2.70850,2.97095,0
-2.65351,1.51432,0
-2.23251,2.08150,0
-1.17381,1.62667,0
-1.15743,3.24514,0
-0.61908,2.97717,0
-0.90455,0.90544,0
-2.44394,0.77537,0
-1.20759,1.58763,0
-4.05346,2.74133,0
-1.46243,1.34145,0
-1.21191,0.94178,0
0.40898,3.07781,0
-1.26890,2.11886,0
-3.29008,2.59205,0
-2.34155,2.84523,0
-0.28691,2.60191,0
-2.05346,1.35626,0
-1.57223,1.36128,0
-2.23215,3.80298,0
-0.33567,3.19598,0
-1.38376,1.28274,0
-3.51292,0.21035,0
-1.58973,3.02019,0
-0.20297,3.17811,0
-0.97902,2.01911,0
-4.00130,-0.08434,0
-3.02483,2.23653,0
-1.19649,3.24987,0
-3.74894,0.54021,0
-4.15575,2.73238,0
-1.72990,4.50042,0
-2.44806,2.75437,0
-1.33818,2.87293,0
-3.13181,0.14243,0
-2.70093,2.12706,0
-2.43343,3.35278,0
-2.30141,2.86092,0
-1.52401,1.88428,0
-0.65251,1.07859,0
-1.07626,1.89937,0
-3.12986,2.65952,0
-1.08003,3.82156,0
-0.17420,2.63402,0
-2.66236,1.48283,0
-1.47014,2.66500,0
-0.52490,3.59909,0
-3.11098,2.00853,0
-2.24953,2.10714,0
-2.35574,0.92209,0
-1.14250,0.92307,0
-1.62936,2.70188,0
-1.32230,2.05450,0
-2.80802,0.33726,0
-1.13593,3.39457,0
-3.29642,0.68796,0
-2.07814,2.74142,0
-2.94691,0.38912,0
-3.39006,2.58377,0
-2.69762,1.30576,0
-2.47404,3.48372,0
-1.62248,1.93212,0
-0.85164,2.35433,0
-2.59121,1.08111,0
-1.59509,0.94806,0
