1460,36
2.398028467860311985e-01,1.297957296896744328e+00,7.075906432666073664e-01,-1.782290740900061010e+00,2.327531002116478287e-01,2.608036200514976533e-01,-5.561812393720098058e-01,2.278070630738717184e-01,-5.842527587467416517e-01,-3.146260673733596858e-01,-5.117203521755317452e-02,8.282536925373643055e-02,2.424009504304090179e-01,-1.078819643414640761e-01,-6.164150031158224241e-01,1.655080160821479796e+00,-3.193593377125402699e-01,-2.849725410450980045e-01,-3.000778449148038818e-01,2.746926348546487873e-01,-4.703619301463217162e-01,4.312528805382621067e-01,-4.398524124144556624e-01,-1.978416963308074483e-01,-1.372471985775503833e-01,-2.223327741763971022e-01,1.000595722486955719e+00,-1.224798874258811621e+00,7.307898857427763684e-02,1.116696411972756681e-01,4.460888036407223978e-01,-2.538893423797181081e-02,6.444445151234007296e-01,1.763328579160929332e-01,1.992548301231407692e-01,-8.209950201842823592e-02
-1.002519841056334515e+00,-2.770543356724856077e-01,2.862926509285930177e-01,1.581145447601390863e+00,-5.414813880939861601e-01,-1.188962480390137300e+00,-5.382089079890755023e-01,-4.082613693095328289e-01,-2.029007705777491344e-03,-4.213127622311219622e-01,-2.396900441670931359e-01,4.894202672926784570e-01,6.825981843009806260e-01,1.116459848746484927e-02,-2.286284563574990103e-01,3.612821013399190612e-03,1.903914097444411868e-01,-3.247541944282445470e-01,-1.374317985617331095e+00,3.506309941797589730e-02,-5.285605847223134868e-01,-3.428710931732683043e-01,-8.850480104019217142e-01,-1.890308000529366872e+00,4.447593077245535764e-01,7.916033343487492990e-01,-5.731036521481838175e-01,-2.567181471061575349e-01,-7.210555627102693821e-02,1.585312846341721538e-01,-2.695732174031135325e-02,1.294193890062269106e-02,-9.178129398317422805e-01,-1.258058582776145906e+00,-4.736110300903543791e-01,-6.889291959655350350e-01
3.448842972908714999e-01,1.231618729376241284e+00,5.343340441494701665e-01,-1.751274992649883622e+00,9.760956475879546679e-02,-6.545885738196914605e-02,-2.930855589668511785e-01,-7.451296781375733869e-02,-6.034058485293543050e-01,-3.690178034555626208e-01,1.427498694364060308e-02,5.093308055955174662e-01,-1.347201307422318806e-02,7.161198301263643762e-02,2.932025949948029089e-03,-9.238591669992068933e-01,-2.739340037301380981e-01,1.262684434398128885e-01,5.785800618533043504e-01,8.383525297542921972e-01,-1.486962248912044315e-01,8.675334926943090164e-01,-6.298279695978856729e-01,-3.651217507531092088e-01,-3.053857458395437541e-01,-5.718730039869170945e-01,-3.065690969624205175e-01,1.075223614219140478e+00,-1.807905032223011133e-01,-2.808882740627659594e-02,6.953248982102362419e-01,5.801171984472897232e-03,7.917820292203293642e-01,2.605328378795750965e-01,1.983727295312689431e-01,2.408325276195702469e-01
9.976496954481034463e-01,9.516706137620835337e-02,1.312211647494036848e+00,-7.880515268864062284e-01,-8.643446569393874457e-01,-5.716631358043909872e-01,1.362949974140976517e+00,2.142993025191456180e+00,5.612602993817336072e-01,-8.189524244422768939e-01,-3.123576658880991563e-01,3.432561490105679458e-01,-4.480865853652304942e-01,-2.851655423592916461e-01,-4.786714660992640313e-01,1.720110249955938864e+00,5.881427324825793113e-01,-4.943062734605944142e-01,1.176219503545741091e-01,1.201329810128438424e+00,-7.584860644292470422e-01,-1.329160188488052841e+00,2.484513612461990650e+00,4.514238138884909546e-01,-9.194572564854471830e-01,-9.217511230317491089e-01,3.574991487848228622e-01,4.395724182753757425e-01,-1.239216171489489031e-02,-2.809344740139638197e-01,-2.719137536191285620e-01,1.409482255257703820e-01,-6.784218997851820809e-01,-4.323096220361848097e-02,3.755904451465110316e+00,-1.605780156406012793e+00
6.223253825127780109e-02,2.228631083624800890e+00,6.678094037582371981e-03,-1.362180314221167199e-01,1.834544777039810171e-01,-2.116677017696201590e-01,-1.746366932113924408e-01,3.134320741148949319e-01,-2.371753374540529757e-01,-1.447036779500935622e-01,-1.192340675371526409e-01,7.851583836931238514e-01,2.121958405821315619e-01,1.890378685353613364e-01,1.046521691555094141e-01,-1.438842547129650873e+00,4.569567613399048295e-02,-4.028048655924167804e-02,5.497300912900403569e-01,3.006380603977398813e-01,-1.008947660683281899e+00,-1.035100451833062402e-01,5.977846485616304939e-01,-1.312401434849031767e-01,-5.100408168304503276e-01,-5.057382846637521467e-01,3.225655834757745200e-01,-3.037744285600181837e-01,-2.221429159168883047e-02,-2.672805627328252442e-01,-7.896018431306486493e-03,5.564265703953354125e-02,-1.686406343892506710e-01,1.076038766554641979e-01,-7.221638296923930944e-02,4.590041510001195424e-01
3.080622404981826490e-01,7.943319845398584267e-01,1.362787981302956863e+00,6.837337738988894520e-01,-8.551880484011142869e-01,2.981586263043349838e-01,-8.983371154974567618e-01,4.982656618753200650e-01,-3.394148488885756487e-02,-7.365960876288439596e-02,5.038182413805429860e+00,-2.099847059775947489e-01,5.848888970060143189e-01,4.492590758172182452e-01,9.567689567869424039e+00,1.720491919506369038e+00,-1.124449686062501064e+00,4.520128251826627253e-01,1.882476780052560361e+00,2.933426544308930239e+00,9.290411072528689806e-02,-6.736291748765453891e-01,-5.749584362791306802e-01,2.236671610012540334e+00,-6.767264200332475665e-01,1.129040010428190133e+00,8.794491542822290286e-01,-2.256084592440160408e-01,-8.474766596690026521e-01,-1.855717915560756714e-01,7.377713372326138996e-02,3.803938003613829832e-01,1.435351865719125541e+00,-5.658863673812821737e-01,-1.171943354932570847e+00,7.429693423981457157e-01
-1.421723405233198623e+00,9.704430649633687400e-01,-7.679355464397362718e-01,2.437466102178061644e-01,-2.314946085633992345e-01,-1.979166427877989687e-01,-2.749311233919482511e-01,6.658870760374663300e-01,-1.084571516870987407e-01,-3.651567464872374630e-02,-2.218419111015494383e-01,3.595917305811699438e-01,4.089595017274963995e-01,7.193931069242817666e-02,-7.522472300635808795e-02,-7.491134620686931145e-01,-3.904618211437786979e-01,-8.083995555870265859e-02,-1.028267833223458272e+00,-5.810447684255425349e-01,7.396461227441339381e-02,2.429395688685248855e-01,-5.220541391815769483e-01,1.020328670057751852e-01,-5.038178457376473185e-01,-4.437916302151204695e-01,3.523733174771453425e-01,1.576318866115253015e-01,-2.285189840671480177e-01,-2.437293270348825022e-02,-8.263863806510121646e-02,-4.243862369725526912e-02,6.612182204882925685e-02,3.556728257810980454e-01,4.947556257757921849e-01,-5.707492972620064053e-01
2.198435301089280564e-02,1.952821512095356260e+00,7.527440223071827363e-01,2.460348748106019612e-01,7.024800988395074608e-01,5.312528214752978428e-01,2.603346367398987393e+00,2.696888938955857018e+00,1.880498528545113124e-01,7.475787484608661382e-01,4.205437274031679884e+00,2.026676909016295880e-01,-1.065038764184115916e+00,-1.985540054936423271e-01,2.124098957750664984e-01,-1.157722331704798657e+00,-3.597509735826801558e-01,-1.536208467420405732e-01,-2.051286496399040427e-01,5.886465397059660321e-01,1.108366091423804045e+00,1.435745402903967349e-01,2.103752363345832155e-01,-8.736930691931391046e-03,2.844164474234787132e+00,-2.860573550464962644e-01,-2.390646282064924077e-01,3.003946135262671180e-01,-4.918128369123944688e-01,-4.976984672369195728e-01,7.077587704553263415e-02,-3.446175448741099767e-02,1.331754659943502062e-01,-1.244467868018815926e+00,-8.945332753598363995e-01,8.482085542838836423e-01
1.689699490090993184e+00,-1.725523177120804330e-01,-6.731408405385086446e-02,1.301816590784326211e+00,7.265665332750084193e-01,-1.408608200033643287e+00,1.517964915190432196e+00,1.126770165885794484e+00,7.456077741991491425e-01,-5.730859299940052054e-01,-3.112015768404667870e-01,-4.431237102564797858e-01,7.191966655955184251e-02,-3.409832322086667200e-01,-6.562579539458190600e-03,5.678595438938688345e-01,3.329341910169619778e-01,-3.293511643268332012e-01,-1.715406915776257035e+00,1.242576045578929644e+00,2.068109291744340883e+00,-8.463029434528458739e-02,-3.269505715965148052e-01,1.314888689235856223e+00,3.252268547089037565e+00,1.313459933529425250e+00,4.662179988784922458e+00,1.505848599430446910e+00,-3.169823557012521498e+00,-1.777840089032437065e+00,-7.394014530463545176e-01,2.863768277845362697e-01,-1.584847767694599341e+00,-8.271971428361504231e-01,-1.646379091376893200e+00,-1.471862629848156023e-01
-6.987732412978343577e-01,-9.655985775635248514e-01,7.757735311710510784e-01,-4.626046442255064006e-01,-7.927929424539826853e-01,-3.010292813916173871e-01,-8.729297091693765109e-01,-1.534547382425234807e-01,-5.316090153109805927e-01,-7.313427545031117583e-02,-2.472715896408566316e-01,-1.336111994623293553e+00,-1.016982452605806886e+00,-2.379890336538268703e-01,-8.260313146587016098e-01,2.832718886354509191e+00,2.092779578309014177e+00,-2.786606756394262585e-01,2.365446815811387271e+00,-1.547958474727387790e+00,1.514437329228195406e+00,-4.367324257915024543e-01,1.049923763288415635e-01,3.975033310433521705e-01,3.247474929366541030e+00,8.434795980675976468e-01,2.828811128645350781e+00,2.131571205266292068e+00,-3.227313440003702461e+00,-1.037818382297771569e+00,3.959313155831502562e-01,-9.556906849593235775e-02,-2.616533894931881155e-01,-2.862867677096243568e-01,-4.416989874861824150e-01,-3.618365525718428288e-01
